"name","Population","Parent","Count","ParentCount","sampleName","Species","Media","Temp","Rep","Time_point","vol","vol_ul","cells_per_ul","hours"
"B08.fcs","/Singlets","root",404680,404680,"B08.fcs","Rpom","noB12","med","2","6","25048",25.048,16156.1801341424,5
"B09.fcs","/Singlets","root",417664,417664,"B09.fcs","Rpom","noB12","med","3","6","25040",25.04,16679.8722044728,5
"B10.fcs","/Singlets","root",630715,630715,"B10.fcs","Amac","noB12","med","1","6","25098",25.098,25130.0900470157,5
"B11.fcs","/Singlets","root",640650,640650,"B11.fcs","Amac","noB12","med","2","6","25046",25.046,25578.9347600415,5
"B12.fcs","/Singlets","root",661371,661371,"B12.fcs","Amac","noB12","med","3","6","25093",25.093,26356.7927310405,5
"C01.fcs","/Singlets","root",766432,766432,"C01.fcs","Rpom","full","hot","1","6","25082",25.082,30557.0528665976,5
"C02.fcs","/Singlets","root",789573,789573,"C02.fcs","Rpom","full","hot","2","6","25094",25.094,31464.6130549135,5
"C03.fcs","/Singlets","root",815214,815214,"C03.fcs","Rpom","full","hot","3","6","25092",25.092,32489.0004782401,5
"C04.fcs","/Singlets","root",698064,698064,"C04.fcs","Amac","full","hot","1","6","25102",25.102,27809.0988765835,5
"C05.fcs","/Singlets","root",783253,783253,"C05.fcs","Amac","full","hot","2","6","25094",25.094,31212.7600223161,5
"C06.fcs","/Singlets","root",788251,788251,"C06.fcs","Amac","full","hot","3","6","25104",25.104,31399.4184193754,5
"C07.fcs","/Singlets","root",781825,781825,"C07.fcs","Rpom","noB12","hot","1","6","25098",25.098,31150.8885170133,5
"C08.fcs","/Singlets","root",758176,758176,"C08.fcs","Rpom","noB12","hot","2","6","25109",25.109,30195.3881078498,5
"C09.fcs","/Singlets","root",848022,848022,"C09.fcs","Rpom","noB12","hot","3","6","25100",25.1,33785.7370517928,5
"C10.fcs","/Singlets","root",569742,569742,"C10.fcs","Amac","noB12","hot","1","6","25094",25.094,22704.3117876783,5
"C11.fcs","/Singlets","root",568344,568344,"C11.fcs","Amac","noB12","hot","2","6","25034",25.034,22702.8840776544,5
"C12.fcs","/Singlets","root",617451,617451,"C12.fcs","Amac","noB12","hot","3","6","25039",25.039,24659.5710691322,5
"A01.fcs","/Singlets","root",45851,45851,"A01.fcs","Rpom","full","cold","1","7","25026",25.026,1832.13458003676,6
"A02.fcs","/Singlets","root",47886,47886,"A02.fcs","Rpom","full","cold","2","7","25089",25.089,1908.6452230061,6
"A03.fcs","/Singlets","root",54177,54177,"A03.fcs","Rpom","full","cold","3","7","25092",25.092,2159.1343854615,6
"A04.fcs","/Singlets","root",110861,110861,"A04.fcs","Amac","full","cold","1","7","25042",25.042,4427.00263557224,6
"A05.fcs","/Singlets","root",116301,116301,"A05.fcs","Amac","full","cold","2","7","25043",25.043,4644.05223016412,6
"A06.fcs","/Singlets","root",114821,114821,"A06.fcs","Amac","full","cold","3","7","25055",25.055,4582.75793254839,6
"A07.fcs","/Singlets","root",64044,64044,"A07.fcs","Rpom","noB12","cold","1","7","25053",25.053,2556.340558017,6
"A08.fcs","/Singlets","root",71076,71076,"A08.fcs","Rpom","noB12","cold","2","7","25034",25.034,2839.17871694495,6
"A09.fcs","/Singlets","root",69642,69642,"A09.fcs","Rpom","noB12","cold","3","7","25044",25.044,2780.78581696215,6
"A10.fcs","/Singlets","root",135185,135185,"A10.fcs","Amac","noB12","cold","1","7","25104",25.104,5384.99840662843,6
"A11.fcs","/Singlets","root",135394,135394,"A11.fcs","Amac","noB12","cold","2","7","25079",25.079,5398.7001076598,6
"A12.fcs","/Singlets","root",164310,164310,"A12.fcs","Amac","noB12","cold","3","7","25110",25.11,6543.60812425329,6
"B01.fcs","/Singlets","root",604459,604459,"B01.fcs","Rpom","full","med","1","7","25043",25.043,24136.8446272411,6
"B02.fcs","/Singlets","root",596388,596388,"B02.fcs","Rpom","full","med","2","7","25106",25.106,23754.7996494862,6
"B03.fcs","/Singlets","root",601971,601971,"B03.fcs","Rpom","full","med","3","7","25097",25.097,23985.7751922541,6
"B04.fcs","/Singlets","root",805350,805350,"B04.fcs","Amac","full","med","1","7","25095",25.095,32092.050209205,6
"B05.fcs","/Singlets","root",868169,868169,"B05.fcs","Amac","full","med","2","7","25093",25.093,34598.0552345276,6
"B06.fcs","/Singlets","root",759742,759742,"B06.fcs","Amac","full","med","3","7","25106",25.106,30261.3717836374,6
"B07.fcs","/Singlets","root",493852,493852,"B07.fcs","Rpom","noB12","med","1","7","25149",25.149,19637.0432223945,6
"B08.fcs","/Singlets","root",468059,468059,"B08.fcs","Rpom","noB12","med","2","7","25111",25.111,18639.600175222,6
"B09.fcs","/Singlets","root",571854,571854,"B09.fcs","Rpom","noB12","med","3","7","25087",25.087,22794.8339777574,6
"B10.fcs","/Singlets","root",649561,649561,"B10.fcs","Amac","noB12","med","1","7","25096",25.096,25883.0490914887,6
"B11.fcs","/Singlets","root",690315,690315,"B11.fcs","Amac","noB12","med","2","7","25099",25.099,27503.6854057931,6
"B12.fcs","/Singlets","root",715410,715410,"B12.fcs","Amac","noB12","med","3","7","25107",25.107,28494.443780619,6
"C01.fcs","/Singlets","root",821527,821527,"C01.fcs","Rpom","full","hot","1","7","25105",25.105,32723.6407090221,6
"C02.fcs","/Singlets","root",876834,876834,"C02.fcs","Rpom","full","hot","2","7","25112",25.112,34916.9321439949,6
"C03.fcs","/Singlets","root",867617,867617,"C03.fcs","Rpom","full","hot","3","7","25082",25.082,34591.2207957898,6
"C04.fcs","/Singlets","root",816060,816060,"C04.fcs","Amac","full","hot","1","7","25095",25.095,32518.8284518828,6
"C05.fcs","/Singlets","root",851055,851055,"C05.fcs","Amac","full","hot","2","7","25089",25.089,33921.4396747579,6
"C06.fcs","/Singlets","root",916598,916598,"C06.fcs","Amac","full","hot","3","7","25044",25.044,36599.5048714263,6
"C07.fcs","/Singlets","root",867723,867723,"C07.fcs","Rpom","noB12","hot","1","7","25103",25.103,34566.5059952994,6
"C08.fcs","/Singlets","root",820304,820304,"C08.fcs","Rpom","noB12","hot","2","7","25112",25.112,32665.8171392163,6
"C09.fcs","/Singlets","root",995054,995054,"C09.fcs","Rpom","noB12","hot","3","7","24531",24.531,40563.124210183,6
"C10.fcs","/Singlets","root",636124,636124,"C10.fcs","Amac","noB12","hot","1","7","25091",25.091,25352.6762584194,6
"C11.fcs","/Singlets","root",723432,723432,"C11.fcs","Amac","noB12","hot","2","7","25101",25.101,28820.843791084,6
"C12.fcs","/Singlets","root",712329,712329,"C12.fcs","Amac","noB12","hot","3","7","25100",25.1,28379.6414342629,6
"F01.fcs","/Singlets","root",55097,55097,"F01.fcs","Rpom","full","cold","1","8","25102",25.102,2194.92470719465,7
"F02.fcs","/Singlets","root",58286,58286,"F02.fcs","Rpom","full","cold","2","8","25021",25.021,2329.48323408337,7
"F03.fcs","/Singlets","root",63324,63324,"F03.fcs","Rpom","full","cold","3","8","25036",25.036,2529.31778239335,7
"F04.fcs","/Singlets","root",140388,140388,"F04.fcs","Amac","full","cold","1","8","25093",25.093,5594.70768740286,7
"F05.fcs","/Singlets","root",154999,154999,"F05.fcs","Amac","full","cold","2","8","25093",25.093,6176.98162834257,7
"F06.fcs","/Singlets","root",162957,162957,"F06.fcs","Amac","full","cold","3","8","25085",25.085,6496.19294399043,7
"F07.fcs","/Singlets","root",79246,79246,"F07.fcs","Rpom","noB12","cold","1","8","25043",25.043,3164.39723675279,7
"F08.fcs","/Singlets","root",90477,90477,"F08.fcs","Rpom","noB12","cold","2","8","25046",25.046,3612.43312305358,7
"F09.fcs","/Singlets","root",90895,90895,"F09.fcs","Rpom","noB12","cold","3","8","25030",25.03,3631.44226927687,7
"F10.fcs","/Singlets","root",206603,206603,"F10.fcs","Amac","noB12","cold","1","8","25063",25.063,8243.34676614931,7
"F11.fcs","/Singlets","root",225600,225600,"F11.fcs","Amac","noB12","cold","2","8","25025",25.025,9014.98501498502,7
"F12.fcs","/Singlets","root",206599,206599,"F12.fcs","Amac","noB12","cold","3","8","25051",25.051,8247.13584288053,7
"G01.fcs","/Singlets","root",664393,664393,"G01.fcs","Rpom","full","med","1","8","25095",25.095,26475.1145646543,7
"G02.fcs","/Singlets","root",690659,690659,"G02.fcs","Rpom","full","med","2","8","25097",25.097,27519.5840140256,7
"G03.fcs","/Singlets","root",662817,662817,"G03.fcs","Rpom","full","med","3","8","25106",25.106,26400.7408587589,7
"G04.fcs","/Singlets","root",865886,865886,"G04.fcs","Amac","full","med","1","8","25100",25.1,34497.4501992032,7
"G05.fcs","/Singlets","root",875666,875666,"G05.fcs","Amac","full","med","2","8","25097",25.097,34891.2619038132,7
"G06.fcs","/Singlets","root",844980,844980,"G06.fcs","Amac","full","med","3","8","25108",25.108,33653.8155169667,7
"G07.fcs","/Singlets","root",591040,591040,"G07.fcs","Rpom","noB12","med","1","8","25100",25.1,23547.4103585657,7
"G08.fcs","/Singlets","root",600551,600551,"G08.fcs","Rpom","noB12","med","2","8","25053",25.053,23971.2210114557,7
"G09.fcs","/Singlets","root",628132,628132,"G09.fcs","Rpom","noB12","med","3","8","25035",25.035,25090.1537847014,7
"G10.fcs","/Singlets","root",861097,861097,"G10.fcs","Amac","noB12","med","1","8","25085",25.085,34327.1676300578,7
"G11.fcs","/Singlets","root",885038,885038,"G11.fcs","Amac","noB12","med","2","8","25094",25.094,35268.9089025265,7
"G12.fcs","/Singlets","root",889250,889250,"G12.fcs","Amac","noB12","med","3","8","25056",25.056,35490.5012771392,7
"H01.fcs","/Singlets","root",989233,989233,"H01.fcs","Rpom","full","hot","1","8","21594",21.594,45810.549226637,7
"H02.fcs","/Singlets","root",993444,993444,"H02.fcs","Rpom","full","hot","2","8","23380",23.38,42491.1890504705,7
"H03.fcs","/Singlets","root",895446,895446,"H03.fcs","Rpom","full","hot","3","8","25105",25.105,35668.0342561243,7
"H04.fcs","/Singlets","root",834873,834873,"H04.fcs","Amac","full","hot","1","8","25100",25.1,33261.8725099602,7
"H05.fcs","/Singlets","root",947935,947935,"H05.fcs","Amac","full","hot","2","8","25090",25.09,37781.3870067756,7
"H06.fcs","/Singlets","root",934480,934480,"H06.fcs","Amac","full","hot","3","8","25053",25.053,37300.1237376761,7
"H07.fcs","/Singlets","root",923706,923706,"H07.fcs","Rpom","noB12","hot","1","8","25041",25.041,36887.7440996765,7
"H08.fcs","/Singlets","root",952647,952647,"H08.fcs","Rpom","noB12","hot","2","8","25093",25.093,37964.6514964333,7
"H09.fcs","/Singlets","root",988695,988695,"H09.fcs","Rpom","noB12","hot","3","8","25105",25.105,39382.3939454292,7
"H10.fcs","/Singlets","root",688815,688815,"H10.fcs","Amac","noB12","hot","1","8","25086",25.086,27458.1439846927,7
"H11.fcs","/Singlets","root",769309,769309,"H11.fcs","Amac","noB12","hot","2","8","25094",25.094,30657.0893440663,7
"H12.fcs","/Singlets","root",765707,765707,"H12.fcs","Amac","noB12","hot","3","8","25106",25.106,30498.9643909822,7
"F01.fcs","/Singlets","root",69404,69404,"F01.fcs","Rpom","full","cold","1","9","25074",25.074,2767.96681821807,8
"F02.fcs","/Singlets","root",67897,67897,"F02.fcs","Rpom","full","cold","2","9","25051",25.051,2710.35088419624,8
"F03.fcs","/Singlets","root",75566,75566,"F03.fcs","Rpom","full","cold","3","9","25030",25.03,3019.01717938474,8
"F04.fcs","/Singlets","root",192995,192995,"F04.fcs","Amac","full","cold","1","9","25165",25.165,7669.18338962845,8
"F05.fcs","/Singlets","root",198221,198221,"F05.fcs","Amac","full","cold","2","9","25049",25.049,7913.32987344804,8
"F06.fcs","/Singlets","root",192727,192727,"F06.fcs","Amac","full","cold","3","9","25038",25.038,7697.37998242671,8
"F07.fcs","/Singlets","root",110409,110409,"F07.fcs","Rpom","noB12","cold","1","9","25053",25.053,4407.01712369776,8
"F08.fcs","/Singlets","root",108946,108946,"F08.fcs","Rpom","noB12","cold","2","9","25044",25.044,4350.18367672896,8
"F09.fcs","/Singlets","root",123746,123746,"F09.fcs","Rpom","noB12","cold","3","9","25049",25.049,4940.15729170825,8
"F10.fcs","/Singlets","root",268075,268075,"F10.fcs","Amac","noB12","cold","1","9","25057",25.057,10698.6071756395,8
"F11.fcs","/Singlets","root",300744,300744,"F11.fcs","Amac","noB12","cold","2","9","25109",25.109,11977.5379346051,8
"F12.fcs","/Singlets","root",305459,305459,"F12.fcs","Amac","noB12","cold","3","9","25106",25.106,12166.7728829762,8
"G01.fcs","/Singlets","root",711605,711605,"G01.fcs","Rpom","full","med","1","9","25113",25.113,28336.120734281,8
"G02.fcs","/Singlets","root",727649,727649,"G02.fcs","Rpom","full","med","2","9","25106",25.106,28983.0717756712,8
"G03.fcs","/Singlets","root",959794,959794,"G03.fcs","Rpom","full","med","3","9","25004",25.004,38385.6183010718,8
"G04.fcs","/Singlets","root",860083,860083,"G04.fcs","Amac","full","med","1","9","25107",25.107,34256.7013183574,8
"G05.fcs","/Singlets","root",878094,878094,"G05.fcs","Amac","full","med","2","9","25095",25.095,34990.7949790795,8
"G06.fcs","/Singlets","root",848723,848723,"G06.fcs","Amac","full","med","3","9","25052",25.052,33878.4528181383,8
"G07.fcs","/Singlets","root",610963,610963,"G07.fcs","Rpom","noB12","med","1","9","25032",25.032,24407.2786832854,8
"G08.fcs","/Singlets","root",671449,671449,"G08.fcs","Rpom","noB12","med","2","9","25107",25.107,26743.4978292906,8
"G09.fcs","/Singlets","root",594251,594251,"G09.fcs","Rpom","noB12","med","3","9","25049",25.049,23723.5418579584,8
"G10.fcs","/Singlets","root",831244,831244,"G10.fcs","Amac","noB12","med","1","9","25101",25.101,33115.97147524,8
"G11.fcs","/Singlets","root",830680,830680,"G11.fcs","Amac","noB12","med","2","9","25095",25.095,33101.4146244272,8
"G12.fcs","/Singlets","root",835794,835794,"G12.fcs","Amac","noB12","med","3","9","25109",25.109,33286.6302919272,8
"H01.fcs","/Singlets","root",930666,930666,"H01.fcs","Rpom","full","hot","1","9","25103",25.103,37073.8955503326,8
"H02.fcs","/Singlets","root",921788,921788,"H02.fcs","Rpom","full","hot","2","9","25047",25.047,36802.3316165609,8
"H03.fcs","/Singlets","root",664447,664447,"H03.fcs","Rpom","full","hot","3","9","25100",25.1,26471.9920318725,8
"H04.fcs","/Singlets","root",881358,881358,"H04.fcs","Amac","full","hot","1","9","25042",25.042,35195.1920773101,8
"H05.fcs","/Singlets","root",992043,992043,"H05.fcs","Amac","full","hot","2","9","23380",23.38,42431.2660393499,8
"H06.fcs","/Singlets","root",987953,987953,"H06.fcs","Amac","full","hot","3","9","24756",24.756,39907.6183551462,8
"H07.fcs","/Singlets","root",966938,966938,"H07.fcs","Rpom","noB12","hot","1","9","25103",25.103,38518.8224514998,8
"H08.fcs","/Singlets","root",970583,970583,"H08.fcs","Rpom","noB12","hot","2","9","25094",25.094,38677.8911293536,8
"H09.fcs","/Singlets","root",976312,976312,"H09.fcs","Rpom","noB12","hot","3","9","25093",25.093,38907.7431953134,8
"H10.fcs","/Singlets","root",708188,708188,"H10.fcs","Amac","noB12","hot","1","9","25089",25.089,28227.0317669098,8
"H11.fcs","/Singlets","root",728843,728843,"H11.fcs","Amac","noB12","hot","2","9","25091",25.091,29047.9853333865,8
"H12.fcs","/Singlets","root",762174,762174,"H12.fcs","Amac","noB12","hot","3","9","25106",25.106,30358.2410579144,8
"F01.fcs","/Singlets","root",146048,146048,"F01.fcs","Rpom","full","cold","1","10","25111",25.111,5816.09653140058,9
"F02.fcs","/Singlets","root",158866,158866,"F02.fcs","Rpom","full","cold","2","10","25084",25.084,6333.35991070005,9
"F03.fcs","/Singlets","root",180875,180875,"F03.fcs","Rpom","full","cold","3","10","25083",25.083,7211.05928317984,9
"F04.fcs","/Singlets","root",586939,586939,"F04.fcs","Amac","full","cold","1","10","25031",25.031,23448.4838799888,9
"F05.fcs","/Singlets","root",604809,604809,"F05.fcs","Amac","full","cold","2","10","25033",25.033,24160.4681819998,9
"F06.fcs","/Singlets","root",633091,633091,"F06.fcs","Amac","full","cold","3","10","25086",25.086,25236.8253208961,9
"F07.fcs","/Singlets","root",265761,265761,"F07.fcs","Rpom","noB12","cold","1","10","25024",25.024,10620.2445652174,9
"F08.fcs","/Singlets","root",323106,323106,"F08.fcs","Rpom","noB12","cold","2","10","25089",25.089,12878.3929212005,9
"F09.fcs","/Singlets","root",318443,318443,"F09.fcs","Rpom","noB12","cold","3","10","25075",25.075,12699.6211365902,9
"F10.fcs","/Singlets","root",610973,610973,"F10.fcs","Amac","noB12","cold","1","10","25025",25.025,24414.5054945055,9
"F11.fcs","/Singlets","root",665128,665128,"F11.fcs","Amac","noB12","cold","2","10","25096",25.096,26503.3471469557,9
"F12.fcs","/Singlets","root",683139,683139,"F12.fcs","Amac","noB12","cold","3","10","25101",25.101,27215.6089398829,9
"G04.fcs","/Singlets","root",995180,995180,"G04.fcs","Amac","full","med","1","10","22620",22.62,43995.5791335102,9
"G05.fcs","/Singlets","root",998123,998123,"G05.fcs","Amac","full","med","2","10","21252",21.252,46966.0737812912,9
"G06.fcs","/Singlets","root",998121,998121,"G06.fcs","Amac","full","med","3","10","22381",22.381,44596.8008578705,9
"G07.fcs","/Singlets","root",997908,997908,"G07.fcs","Amac","noB12","med","1","10","22042",22.042,45273.0242264767,9
"G08.fcs","/Singlets","root",997571,997571,"G08.fcs","Amac","noB12","med","2","10","21808",21.808,45743.3510638298,9
"G09.fcs","/Singlets","root",989887,989887,"G09.fcs","Amac","noB12","med","3","10","21923",21.923,45152.898782101,9
"H01.fcs","/Singlets","root",935611,935611,"H01.fcs","Amac","full","hot","1","10","25082",25.082,37302.0891475959,9
"H02.fcs","/Singlets","root",969200,969200,"H02.fcs","Amac","full","hot","2","10","24961",24.961,38828.5725732142,9
"H03.fcs","/Singlets","root",979777,979777,"H03.fcs","Amac","full","hot","3","10","22274",22.274,43987.4741851486,9
"H04.fcs","/Singlets","root",764260,764260,"H04.fcs","Amac","noB12","hot","1","10","25076",25.076,30477.7476471527,9
"H05.fcs","/Singlets","root",779090,779090,"H05.fcs","Amac","noB12","hot","2","10","25091",25.091,31050.5759037105,9
"H06.fcs","/Singlets","root",811743,811743,"H06.fcs","Amac","noB12","hot","3","10","25077",25.077,32370.0203373609,9
"A01.fcs","/Singlets","root",225196,225196,"A01.fcs","Rpom","full","cold","1","11","25103",25.103,8970.87997450504,12
"A02.fcs","/Singlets","root",251270,251270,"A02.fcs","Rpom","full","cold","2","11","25006",25.006,10048.3883867872,12
"A03.fcs","/Singlets","root",280859,280859,"A03.fcs","Rpom","full","cold","3","11","25088",25.088,11194.9537627551,12
"A04.fcs","/Singlets","root",706728,706728,"A04.fcs","Amac","full","cold","1","11","25077",25.077,28182.3184591458,12
"A05.fcs","/Singlets","root",722198,722198,"A05.fcs","Amac","full","cold","2","11","25080",25.08,28795.7735247209,12
"A06.fcs","/Singlets","root",698582,698582,"A06.fcs","Amac","full","cold","3","11","25106",25.106,27825.3007249263,12
"A07.fcs","/Singlets","root",426166,426166,"A07.fcs","Rpom","noB12","cold","1","11","25088",25.088,16986.8463010204,12
"A08.fcs","/Singlets","root",534003,534003,"A08.fcs","Rpom","noB12","cold","2","11","25078",25.078,21293.6837068347,12
"A09.fcs","/Singlets","root",512877,512877,"A09.fcs","Rpom","noB12","cold","3","11","25088",25.088,20443.1202168367,12
"A10.fcs","/Singlets","root",758506,758506,"A10.fcs","Amac","noB12","cold","1","11","25082",25.082,30241.0493581054,12
"A11.fcs","/Singlets","root",815086,815086,"A11.fcs","Amac","noB12","cold","2","11","25099",25.099,32474.8396350452,12
"A12.fcs","/Singlets","root",805442,805442,"A12.fcs","Amac","noB12","cold","3","11","25088",25.088,32104.6715561224,12
"B01.fcs","/Singlets","root",996176,996176,"B01.fcs","Amac","full","med","1","11","18309",18.309,54409.0884264569,12
"B02.fcs","/Singlets","root",997740,997740,"B02.fcs","Amac","full","med","2","11","18985",18.985,52554.1216750066,12
"B03.fcs","/Singlets","root",997779,997779,"B03.fcs","Amac","full","med","3","11","21454",21.454,46507.8307075604,12
"B04.fcs","/Singlets","root",997645,997645,"B04.fcs","Amac","noB12","med","1","11","17859",17.859,55862.3103197267,12
"B05.fcs","/Singlets","root",997085,997085,"B05.fcs","Amac","noB12","med","2","11","19346",19.346,51539.5947482684,12
"B06.fcs","/Singlets","root",988204,988204,"B06.fcs","Amac","noB12","med","3","11","20031",20.031,49333.7327142928,12
"B07.fcs","/Singlets","root",903410,903410,"B07.fcs","Amac","full","hot","1","11","25076",25.076,36026.8782899984,12
"B08.fcs","/Singlets","root",972845,972845,"B08.fcs","Amac","full","hot","2","11","25082",25.082,38786.5800175425,12
"B09.fcs","/Singlets","root",979451,979451,"B09.fcs","Amac","full","hot","3","11","22612",22.612,43315.5404210154,12
"B10.fcs","/Singlets","root",739955,739955,"B10.fcs","Amac","noB12","hot","1","11","25075",25.075,29509.6709870389,12
"B11.fcs","/Singlets","root",763560,763560,"B11.fcs","Amac","noB12","hot","2","11","25083",25.083,30441.3347685684,12
"B12.fcs","/Singlets","root",823071,823071,"B12.fcs","Amac","noB12","hot","3","11","25079",25.079,32819.1315443199,12
"A01.fcs","/Singlets","root",718952,718952,"A01.fcs","Rpom","full","cold","1","12","25054",25.054,28696.0964317075,24
"A02.fcs","/Singlets","root",674769,674769,"A02.fcs","Rpom","full","cold","2","12","25093",25.093,26890.7264974296,24
"A03.fcs","/Singlets","root",660340,660340,"A03.fcs","Rpom","full","cold","3","12","25101",25.101,26307.3184335285,24
"A04.fcs","/Singlets","root",981337,981337,"A04.fcs","Amac","full","cold","1","12","25079",25.079,39129.8297380278,24
"A05.fcs","/Singlets","root",993948,993948,"A05.fcs","Amac","full","cold","2","12","24959",24.959,39823.2300973597,24
"A06.fcs","/Singlets","root",930605,930605,"A06.fcs","Amac","full","cold","3","12","25033",25.033,37175.1288299445,24
"A07.fcs","/Singlets","root",700684,700684,"A07.fcs","Rpom","noB12","cold","1","12","25098",25.098,27917.9217467527,24
"A08.fcs","/Singlets","root",736008,736008,"A08.fcs","Rpom","noB12","cold","2","12","25084",25.084,29341.7317812151,24
"A09.fcs","/Singlets","root",723727,723727,"A09.fcs","Rpom","noB12","cold","3","12","25092",25.092,28842.9379882034,24
"A10.fcs","/Singlets","root",996366,996366,"A10.fcs","Amac","noB12","cold","1","12","21940",21.94,45413.2178669097,24
"A11.fcs","/Singlets","root",990710,990710,"A11.fcs","Amac","noB12","cold","2","12","21690",21.69,45675.887505763,24
"A12.fcs","/Singlets","root",995667,995667,"A12.fcs","Amac","noB12","cold","3","12","19225",19.225,51790.2210663199,24
"B01.fcs","/Singlets","root",988347,988347,"B01.fcs","Amac","full","med","1","13","15959",15.959,61930.38410928,24
"B02.fcs","/Singlets","root",991723,991723,"B02.fcs","Amac","full","med","2","13","15655",15.655,63348.6426061961,24
"B03.fcs","/Singlets","root",996388,996388,"B03.fcs","Amac","full","med","3","13","16060",16.06,62041.5940224159,24
"B04.fcs","/Singlets","root",991435,991435,"B04.fcs","Amac","noB12","med","1","13","18410",18.41,53853.0689842477,24
"B05.fcs","/Singlets","root",992114,992114,"B05.fcs","Amac","noB12","med","2","13","15384",15.384,64489.989599584,24
"B06.fcs","/Singlets","root",981825,981825,"B06.fcs","Amac","noB12","med","3","13","16230",16.23,60494.4547134935,24
"C01.fcs","/Singlets","root",831185,831185,"C01.fcs","Amac","full","hot","1","13","25075",25.075,33147.9561316052,24
"C02.fcs","/Singlets","root",905717,905717,"C02.fcs","Amac","full","hot","2","13","25074",25.074,36121.7595916088,24
"C03.fcs","/Singlets","root",913987,913987,"C03.fcs","Amac","full","hot","3","13","23942",23.942,38175.0480327458,24
"C04.fcs","/Singlets","root",668712,668712,"C04.fcs","Amac","noB12","hot","1","13","25082",25.082,26661.0318156447,24
"C05.fcs","/Singlets","root",692630,692630,"C05.fcs","Amac","noB12","hot","2","13","25087",25.087,27609.12026149,24
"C06.fcs","/Singlets","root",725882,725882,"C06.fcs","Amac","noB12","hot","3","13","25079",25.079,28943.8175365844,24
